dataset,engine_id,predicted_RUL,rank,feature,shap_value,absolute_impact,effect
FD002,46,128.1433,3,sensor_13,-8.0541,8.0541,decreased predicted RUL
FD002,46,128.1433,4,sensor_4,7.5495,7.5495,increased predicted RUL
FD002,46,128.1433,5,sensor_11,6.7611,6.7611,increased predicted RUL
FD002,46,128.1433,6,sensor_13_rolling_mean,-6.3113,6.3113,decreased predicted RUL
FD002,46,128.1433,7,sensor_6,4.5902,4.5902,increased predicted RUL
FD002,46,128.1433,8,sensor_16_rolling_mean,3.032,3.032,increased predicted RUL
FD002,46,128.1433,9,sensor_14,2.9546,2.9546,increased predicted RUL
FD002,46,128.1433,10,sensor_4_diff,2.4756,2.4756,increased predicted RUL
FD002,47,113.7353,1,sensor_15,18.1112,18.1112,increased predicted RUL
FD002,47,113.7353,2,sensor_4,-10.1529,10.1529,decreased predicted RUL
FD002,47,113.7353,3,sensor_6,-10.0316,10.0316,decreased predicted RUL
FD002,47,113.7353,4,sensor_11,-6.5102,6.5102,decreased predicted RUL
FD002,47,113.7353,5,sensor_11_rolling_mean,-5.205,5.205,decreased predicted RUL
FD002,47,113.7353,6,sensor_15_rolling_mean,4.248,4.248,increased predicted RUL
FD002,47,113.7353,7,sensor_12,4.0007,4.0007,increased predicted RUL
FD002,47,113.7353,8,sensor_17,-3.87,3.87,decreased predicted RUL
FD002,47,113.7353,9,sensor_8,-3.0621,3.0621,decreased predicted RUL
FD002,47,113.7353,10,sensor_15_diff,-2.8877,2.8877,decreased predicted RUL
FD002,48,31.6105,1,sensor_15,-68.8859,68.8859,decreased predicted RUL
FD002,48,31.6105,2,cycle,-32.8045,32.8045,decreased predicted RUL
FD002,48,31.6105,3,sensor_15_rolling_mean,-7.4699,7.4699,decreased predicted RUL
FD002,48,31.6105,4,sensor_6,-7.0679,7.0679,decreased predicted RUL
FD002,48,31.6105,5,sensor_13,6.9093,6.9093,increased predicted RUL
FD002,48,31.6105,6,sensor_11_diff,-6.4336,6.4336,decreased predicted RUL
FD002,48,31.6105,7,sensor_11,5.8637,5.8637,increased predicted RUL
FD002,48,31.6105,8,sensor_4,5.6533,5.6533,increased predicted RUL
FD002,48,31.6105,9,sensor_9,4.9439,4.9439,increased predicted RUL
FD002,48,31.6105,10,sensor_2,3.9575,3.9575,increased predicted RUL
FD002,49,132.369,1,cycle,21.3207,21.3207,increased predicted RUL
FD002,49,132.369,2,sensor_15_diff,-14.1502,14.1502,decreased predicted RUL
FD002,49,132.369,3,sensor_15,9.8151,9.8151,increased predicted RUL
FD002,49,132.369,4,sensor_13,-6.3619,6.3619,decreased predicted RUL
FD002,49,132.369,5,sensor_6,-6.0229,6.0229,decreased predicted RUL
FD002,49,132.369,6,sensor_4,-5.97,5.97,decreased predicted RUL
FD002,49,132.369,7,sensor_10_diff,5.6371,5.6371,increased predicted RUL
FD002,49,132.369,8,sensor_11,-5.5357,5.5357,decreased predicted RUL
FD002,49,132.369,9,sensor_15_rolling_mean,-3.4834,3.4834,decreased predicted RUL
FD002,49,132.369,10,sensor_3_diff,3.1552,3.1552,increased predicted RUL
FD002,50,3.7703,1,cycle,-50.2698,50.2698,decreased predicted RUL
FD002,50,3.7703,2,sensor_13,-24.1605,24.1605,decreased predicted RUL
FD002,50,3.7703,3,sensor_15,-16.2155,16.2155,decreased predicted RUL
FD002,50,3.7703,4,sensor_6,-7.0956,7.0956,decreased predicted RUL
FD002,50,3.7703,5,sensor_21,-6.4824,6.4824,decreased predicted RUL
FD002,50,3.7703,6,sensor_11,-6.1219,6.1219,decreased predicted RUL
FD002,50,3.7703,7,sensor_13_rolling_mean,-4.5483,4.5483,decreased predicted RUL
FD002,50,3.7703,8,sensor_20,-3.5434,3.5434,decreased predicted RUL
FD002,50,3.7703,9,sensor_7,-3.2427,3.2427,decreased predicted RUL
FD002,50,3.7703,10,sensor_3,2.3982,2.3982,increased predicted RUL
FD002,51,172.9988,1,cycle,43.8678,43.8678,increased predicted RUL
FD002,51,172.9988,2,sensor_15,17.2622,17.2622,increased predicted RUL
FD002,51,172.9988,3,sensor_6,-17.1945,17.1945,decreased predicted RUL
FD002,51,172.9988,4,sensor_7,8.5293,8.5293,increased predicted RUL
FD002,51,172.9988,5,sensor_4,-5.7577,5.7577,decreased predicted RUL
FD002,51,172.9988,6,sensor_15_diff,-5.4463,5.4463,decreased predicted RUL
FD002,51,172.9988,7,sensor_13,5.0616,5.0616,increased predicted RUL
FD002,51,172.9988,8,sensor_12,4.7419,4.7419,increased predicted RUL
FD002,51,172.9988,9,sensor_13_rolling_mean,-3.6338,3.6338,decreased predicted RUL
FD002,51,172.9988,10,sensor_9,-3.5968,3.5968,decreased predicted RUL
FD002,52,29.5003,1,cycle,-40.1333,40.1333,decreased predicted RUL
FD002,52,29.5003,2,sensor_13,-38.1555,38.1555,decreased predicted RUL
FD002,52,29.5003,3,sensor_15_diff,-10.7756,10.7756,decreased predicted RUL
FD002,52,29.5003,4,sensor_11,-7.3387,7.3387,decreased predicted RUL
FD002,52,29.5003,5,sensor_4,-7.1738,7.1738,decreased predicted RUL
FD002,52,29.5003,6,sensor_15,5.9448,5.9448,increased predicted RUL
FD002,52,29.5003,7,sensor_10_diff,5.2704,5.2704,increased predicted RUL
FD002,52,29.5003,8,sensor_15_rolling_mean,-4.4446,4.4446,decreased predicted RUL
FD002,52,29.5003,9,sensor_13_diff,2.6738,2.6738,increased predicted RUL
FD002,52,29.5003,10,sensor_14,-2.5931,2.5931,decreased predicted RUL
FD002,53,33.0936,1,cycle,-46.6436,46.6436,decreased predicted RUL
FD002,53,33.0936,2,sensor_13,-17.9637,17.9637,decreased predicted RUL
FD002,53,33.0936,3,sensor_15,-12.611,12.611,decreased predicted RUL
FD002,53,33.0936,4,sensor_6,-6.6622,6.6622,decreased predicted RUL
FD002,53,33.0936,5,sensor_21,-6.6596,6.6596,decreased predicted RUL
FD002,53,33.0936,6,sensor_13_rolling_mean,-3.6266,3.6266,decreased predicted RUL
FD002,53,33.0936,7,sensor_2,3.182,3.182,increased predicted RUL
FD002,53,33.0936,8,sensor_9,3.0322,3.0322,increased predicted RUL
FD002,53,33.0936,9,sensor_11,-2.8243,2.8243,decreased predicted RUL
FD002,53,33.0936,10,sensor_11_diff,2.5391,2.5391,increased predicted RUL
FD002,54,138.1878,1,sensor_15,-22.9684,22.9684,decreased predicted RUL
FD002,54,138.1878,2,sensor_13,14.8899,14.8899,increased predicted RUL
FD002,54,138.1878,3,cycle,13.9703,13.9703,increased predicted RUL
FD002,54,138.1878,4,sensor_4,8.3838,8.3838,increased predicted RUL
FD002,54,138.1878,5,sensor_2,7.8956,7.8956,increased predicted RUL
FD002,54,138.1878,6,sensor_11,-5.4943,5.4943,decreased predicted RUL
FD002,54,138.1878,7,sensor_3,3.8631,3.8631,increased predicted RUL
FD002,54,138.1878,8,sensor_9,3.4781,3.4781,increased predicted RUL
FD002,54,138.1878,9,sensor_21,-3.4042,3.4042,decreased predicted RUL
FD002,54,138.1878,10,sensor_11_rolling_mean,-3.0563,3.0563,decreased predicted RUL
FD002,55,80.9008,1,cycle,-30.4797,30.4797,decreased predicted RUL
FD002,55,80.9008,2,sensor_13,-16.195,16.195,decreased predicted RUL
FD002,55,80.9008,3,sensor_15,12.5635,12.5635,increased predicted RUL
FD002,55,80.9008,4,sensor_15_diff,-5.9055,5.9055,decreased predicted RUL
FD002,55,80.9008,5,sensor_4,-5.6956,5.6956,decreased predicted RUL
FD002,55,80.9008,6,sensor_15_rolling_mean,-4.1051,4.1051,decreased predicted RUL
FD002,55,80.9008,7,sensor_11,-4.0702,4.0702,decreased predicted RUL
FD002,55,80.9008,8,sensor_13_rolling_mean,3.1692,3.1692,increased predicted RUL
FD002,55,80.9008,9,sensor_11_rolling_mean,2.5621,2.5621,increased predicted RUL
FD002,55,80.9008,10,sensor_6_rolling_mean,-2.136,2.136,decreased predicted RUL
FD002,56,169.1609,1,cycle,21.3136,21.3136,increased predicted RUL
FD002,56,169.1609,2,sensor_15,-17.0792,17.0792,decreased predicted RUL
FD002,56,169.1609,3,sensor_11,12.1922,12.1922,increased predicted RUL
FD002,56,169.1609,4,sensor_4,8.5398,8.5398,increased predicted RUL
FD002,56,169.1609,5,sensor_15_diff,6.1583,6.1583,increased predicted RUL
FD002,56,169.1609,6,sensor_6,5.3628,5.3628,increased predicted RUL
FD002,56,169.1609,7,sensor_11_diff,-4.8273,4.8273,decreased predicted RUL
FD002,56,169.1609,8,sensor_4_diff,-4.3316,4.3316,decreased predicted RUL
FD002,56,169.1609,9,sensor_8,3.8796,3.8796,increased predicted RUL
FD002,56,169.1609,10,sensor_15_rolling_mean,3.0971,3.0971,increased predicted RUL
FD002,57,170.3426,1,sensor_11,16.0872,16.0872,increased predicted RUL
FD002,57,170.3426,2,cycle,13.9695,13.9695,increased predicted RUL
FD002,57,170.3426,3,sensor_15,9.1584,9.1584,increased predicted RUL
FD002,57,170.3426,4,sensor_15_diff,-8.6015,8.6015,decreased predicted RUL
FD002,57,170.3426,5,sensor_4,7.6579,7.6579,increased predicted RUL
FD002,57,170.3426,6,sensor_3,5.5927,5.5927,increased predicted RUL
FD002,57,170.3426,7,sensor_15_rolling_mean,-5.4991,5.4991,decreased predicted RUL
FD002,57,170.3426,8,sensor_11_rolling_mean,5.3836,5.3836,increased predicted RUL
FD002,57,170.3426,9,sensor_13,-3.9485,3.9485,decreased predicted RUL
FD002,57,170.3426,10,sensor_7,-3.1641,3.1641,decreased predicted RUL
FD002,58,16.4226,1,sensor_13,-42.001,42.001,decreased predicted RUL
FD002,58,16.4226,2,cycle,-40.9806,40.9806,decreased predicted RUL
FD002,58,16.4226,3,sensor_11,-6.3724,6.3724,decreased predicted RUL
FD002,58,16.4226,4,sensor_4,-4.556,4.556,decreased predicted RUL
FD002,58,16.4226,5,sensor_13_rolling_mean,-4.3959,4.3959,decreased predicted RUL
FD002,58,16.4226,6,sensor_6,-4.1331,4.1331,decreased predicted RUL
FD002,58,16.4226,7,sensor_15_diff,3.8727,3.8727,increased predicted RUL
FD002,58,16.4226,8,sensor_13_diff,3.4569,3.4569,increased predicted RUL
FD002,58,16.4226,9,sensor_21,-2.1763,2.1763,decreased predicted RUL
FD002,58,16.4226,10,sensor_7,-2.1569,2.1569,decreased predicted RUL
FD002,59,175.7737,1,cycle,62.9177,62.9177,increased predicted RUL
FD002,59,175.7737,2,sensor_15,-18.0014,18.0014,decreased predicted RUL
FD002,59,175.7737,3,sensor_4,4.8821,4.8821,increased predicted RUL
FD002,59,175.7737,4,sensor_3,4.1163,4.1163,increased predicted RUL
FD002,59,175.7737,5,sensor_15_rolling_mean,-4.0452,4.0452,decreased predicted RUL
FD002,59,175.7737,6,sensor_11,3.519,3.519,increased predicted RUL
FD002,59,175.7737,7,sensor_13,3.4291,3.4291,increased predicted RUL
FD002,59,175.7737,8,sensor_12,-3.1369,3.1369,decreased predicted RUL
FD002,59,175.7737,9,sensor_9,2.7748,2.7748,increased predicted RUL
FD002,59,175.7737,10,sensor_2,2.7219,2.7219,increased predicted RUL
FD002,60,77.9115,1,cycle,-35.746,35.746,decreased predicted RUL
FD002,60,77.9115,2,sensor_15,-25.2842,25.2842,decreased predicted RUL
FD002,60,77.9115,3,sensor_4,11.7903,11.7903,increased predicted RUL
FD002,60,77.9115,4,sensor_6,-7.3627,7.3627,decreased predicted RUL
FD002,60,77.9115,5,sensor_21,-4.6101,4.6101,decreased predicted RUL
FD002,60,77.9115,6,sensor_15_diff,-4.056,4.056,decreased predicted RUL
FD002,60,77.9115,7,sensor_3,3.9313,3.9313,increased predicted RUL
FD002,60,77.9115,8,sensor_2,2.8659,2.8659,increased predicted RUL
FD002,60,77.9115,9,sensor_4_rolling_std,-2.7842,2.7842,decreased predicted RUL
FD002,60,77.9115,10,sensor_9,2.728,2.728,increased predicted RUL
FD002,61,122.9145,1,cycle,19.8062,19.8062,increased predicted RUL
FD002,61,122.9145,2,sensor_13,-10.4763,10.4763,decreased predicted RUL
FD002,61,122.9145,3,sensor_4,-7.8856,7.8856,decreased predicted RUL
FD002,61,122.9145,4,sensor_15,7.2164,7.2164,increased predicted RUL
FD002,61,122.9145,5,sensor_11,-6.1117,6.1117,decreased predicted RUL
FD002,61,122.9145,6,sensor_11_rolling_mean,-3.8353,3.8353,decreased predicted RUL
FD002,61,122.9145,7,sensor_6,-3.6291,3.6291,decreased predicted RUL
FD002,61,122.9145,8,sensor_15_rolling_mean,3.2253,3.2253,increased predicted RUL
FD002,61,122.9145,9,sensor_13_rolling_mean,-2.8335,2.8335,decreased predicted RUL
FD002,61,122.9145,10,sensor_15_diff,-2.6637,2.6637,decreased predicted RUL
FD002,62,31.736,1,cycle,-38.3674,38.3674,decreased predicted RUL
FD002,62,31.736,2,sensor_11,-25.4139,25.4139,decreased predicted RUL
FD002,62,31.736,3,sensor_4,-12.7788,12.7788,decreased predicted RUL
FD002,62,31.736,4,sensor_13,-7.3006,7.3006,decreased predicted RUL
FD002,62,31.736,5,sensor_15,6.9513,6.9513,increased predicted RUL
FD002,62,31.736,6,sensor_9,-6.0945,6.0945,decreased predicted RUL
FD002,62,31.736,7,sensor_13_rolling_mean,-4.2955,4.2955,decreased predicted RUL
FD002,62,31.736,8,sensor_11_rolling_mean,-4.0934,4.0934,decreased predicted RUL
FD002,62,31.736,9,sensor_14,-3.9172,3.9172,decreased predicted RUL
FD002,62,31.736,10,sensor_15_diff,-2.3402,2.3402,decreased predicted RUL
FD002,63,67.3478,1,cycle,-34.7017,34.7017,decreased predicted RUL
FD002,63,67.3478,2,sensor_11,-16.2861,16.2861,decreased predicted RUL
FD002,63,67.3478,3,sensor_15,7.956,7.956,increased predicted RUL
FD002,63,67.3478,4,sensor_4,-7.942,7.942,decreased predicted RUL
FD002,63,67.3478,5,sensor_15_diff,-7.824,7.824,decreased predicted RUL
FD002,63,67.3478,6,sensor_15_rolling_mean,-7.4283,7.4283,decreased predicted RUL
FD002,63,67.3478,7,sensor_12,5.1531,5.1531,increased predicted RUL
FD002,63,67.3478,8,sensor_2,-4.2524,4.2524,decreased predicted RUL
FD002,63,67.3478,9,sensor_13_diff,3.8499,3.8499,increased predicted RUL
FD002,63,67.3478,10,sensor_13_rolling_mean,3.5083,3.5083,increased predicted RUL
FD002,64,17.5251,1,cycle,-37.8637,37.8637,decreased predicted RUL
FD002,64,17.5251,2,sensor_15,-26.7081,26.7081,decreased predicted RUL
FD002,64,17.5251,3,sensor_13,-9.244,9.244,decreased predicted RUL
FD002,64,17.5251,4,sensor_6,-8.9277,8.9277,decreased predicted RUL
FD002,64,17.5251,5,sensor_11,-7.6326,7.6326,decreased predicted RUL
FD002,64,17.5251,6,sensor_21,-7.5737,7.5737,decreased predicted RUL
FD002,64,17.5251,7,sensor_13_rolling_mean,-6.0489,6.0489,decreased predicted RUL
FD002,64,17.5251,8,sensor_12,-4.0459,4.0459,decreased predicted RUL
FD002,64,17.5251,9,sensor_20,-3.3693,3.3693,decreased predicted RUL
FD002,64,17.5251,10,sensor_20_rolling_mean,-3.364,3.364,decreased predicted RUL
FD002,65,15.9332,1,sensor_15,-73.5711,73.5711,decreased predicted RUL
FD002,65,15.9332,2,cycle,-30.0882,30.0882,decreased predicted RUL
FD002,65,15.9332,3,sensor_6,-7.3713,7.3713,decreased predicted RUL
FD002,65,15.9332,4,sensor_11_diff,-6.9235,6.9235,decreased predicted RUL
FD002,65,15.9332,5,sensor_15_diff,6.1218,6.1218,increased predicted RUL
FD002,65,15.9332,6,sensor_4,5.7259,5.7259,increased predicted RUL
FD002,65,15.9332,7,sensor_11,4.18,4.18,increased predicted RUL
FD002,65,15.9332,8,sensor_13,4.0375,4.0375,increased predicted RUL
FD002,65,15.9332,9,sensor_6_rolling_mean,-3.8291,3.8291,decreased predicted RUL
FD002,65,15.9332,10,sensor_4_diff,-3.7985,3.7985,decreased predicted RUL
FD002,66,133.7161,1,sensor_15,-36.4054,36.4054,decreased predicted RUL
FD002,66,133.7161,2,cycle,19.6384,19.6384,increased predicted RUL
FD002,66,133.7161,3,sensor_11,11.8685,11.8685,increased predicted RUL
FD002,66,133.7161,4,sensor_13,11.8186,11.8186,increased predicted RUL
FD002,66,133.7161,5,sensor_4,8.6458,8.6458,increased predicted RUL
FD002,66,133.7161,6,sensor_2,5.7677,5.7677,increased predicted RUL
FD002,66,133.7161,7,sensor_11_diff,-5.1843,5.1843,decreased predicted RUL
FD002,66,133.7161,8,sensor_15_diff,4.7672,4.7672,increased predicted RUL
FD002,66,133.7161,9,sensor_4_rolling_std,-4.6694,4.6694,decreased predicted RUL
FD002,66,133.7161,10,sensor_6,-4.023,4.023,decreased predicted RUL
FD002,67,86.4013,1,sensor_15,-42.9798,42.9798,decreased predicted RUL
FD002,67,86.4013,2,cycle,-29.3571,29.3571,decreased predicted RUL
FD002,67,86.4013,3,sensor_11,21.6381,21.6381,increased predicted RUL
FD002,67,86.4013,4,sensor_13,12.9763,12.9763,increased predicted RUL
FD002,67,86.4013,5,sensor_4,11.722,11.722,increased predicted RUL
FD002,67,86.4013,6,sensor_11_diff,-8.2553,8.2553,decreased predicted RUL
FD002,67,86.4013,7,sensor_15_diff,6.4681,6.4681,increased predicted RUL
FD002,67,86.4013,8,sensor_4_diff,-5.5142,5.5142,decreased predicted RUL
FD002,67,86.4013,9,sensor_6,-5.1733,5.1733,decreased predicted RUL
FD002,67,86.4013,10,sensor_17,4.6221,4.6221,increased predicted RUL
FD002,68,49.2264,1,cycle,-40.4304,40.4304,decreased predicted RUL
FD002,68,49.2264,2,sensor_13,-23.5819,23.5819,decreased predicted RUL
FD002,68,49.2264,3,sensor_15,-11.9176,11.9176,decreased predicted RUL
FD002,68,49.2264,4,sensor_4,7.8182,7.8182,increased predicted RUL
FD002,68,49.2264,5,sensor_6,-6.2246,6.2246,decreased predicted RUL
FD002,68,49.2264,6,sensor_13_rolling_mean,-4.6841,4.6841,decreased predicted RUL
FD002,68,49.2264,7,sensor_21,-4.0726,4.0726,decreased predicted RUL
FD002,68,49.2264,8,sensor_11,2.9166,2.9166,increased predicted RUL
FD002,68,49.2264,9,sensor_8,2.862,2.862,increased predicted RUL
FD002,68,49.2264,10,sensor_20,-2.0577,2.0577,decreased predicted RUL
FD002,69,122.323,1,sensor_15,-35.2869,35.2869,decreased predicted RUL
FD002,69,122.323,2,sensor_11,28.2249,28.2249,increased predicted RUL
FD002,69,122.323,3,cycle,-26.5986,26.5986,decreased predicted RUL
FD002,69,122.323,4,sensor_4,18.0224,18.0224,increased predicted RUL
FD002,69,122.323,5,sensor_13,16.1418,16.1418,increased predicted RUL
FD002,69,122.323,6,sensor_15_rolling_mean,-13.9363,13.9363,decreased predicted RUL
FD002,69,122.323,7,sensor_2,5.6928,5.6928,increased predicted RUL
FD002,69,122.323,8,sensor_8,-4.4441,4.4441,decreased predicted RUL
FD002,69,122.323,9,sensor_3,4.3686,4.3686,increased predicted RUL
FD002,69,122.323,10,sensor_6,-4.2217,4.2217,decreased predicted RUL
FD002,70,11.3592,1,cycle,-35.1604,35.1604,decreased predicted RUL
FD002,70,11.3592,2,sensor_11,-32.0037,32.0037,decreased predicted RUL
FD002,70,11.3592,3,sensor_13,-16.8813,16.8813,decreased predicted RUL
FD002,70,11.3592,4,sensor_4,-13.7016,13.7016,decreased predicted RUL
FD002,70,11.3592,5,sensor_15_diff,-5.8221,5.8221,decreased predicted RUL
FD002,70,11.3592,6,sensor_15,5.4772,5.4772,increased predicted RUL
FD002,70,11.3592,7,sensor_2,-5.234,5.234,decreased predicted RUL
FD002,70,11.3592,8,sensor_9,-5.1161,5.1161,decreased predicted RUL
FD002,70,11.3592,9,sensor_8,-3.4567,3.4567,decreased predicted RUL
FD002,70,11.3592,10,sensor_15_rolling_mean,-3.037,3.037,decreased predicted RUL
FD002,71,156.337,1,sensor_15,-26.5836,26.5836,decreased predicted RUL
FD002,71,156.337,2,sensor_11,16.5882,16.5882,increased predicted RUL
FD002,71,156.337,3,cycle,14.8394,14.8394,increased predicted RUL
FD002,71,156.337,4,sensor_13,13.0523,13.0523,increased predicted RUL
FD002,71,156.337,5,sensor_3,9.2939,9.2939,increased predicted RUL
FD002,71,156.337,6,sensor_4,9.0876,9.0876,increased predicted RUL
FD002,71,156.337,7,sensor_15_rolling_mean,-7.9418,7.9418,decreased predicted RUL
FD002,71,156.337,8,sensor_6,-7.6766,7.6766,decreased predicted RUL
FD002,71,156.337,9,sensor_2,5.8562,5.8562,increased predicted RUL
FD002,71,156.337,10,sensor_13_rolling_mean,5.4018,5.4018,increased predicted RUL
FD002,72,81.5204,1,sensor_15,-44.6325,44.6325,decreased predicted RUL
FD002,72,81.5204,2,cycle,-30.3595,30.3595,decreased predicted RUL
FD002,72,81.5204,3,sensor_11,17.9496,17.9496,increased predicted RUL
FD002,72,81.5204,4,sensor_4,10.2131,10.2131,increased predicted RUL
FD002,72,81.5204,5,sensor_13,9.0601,9.0601,increased predicted RUL
FD002,72,81.5204,6,sensor_11_diff,-8.1581,8.1581,decreased predicted RUL
FD002,72,81.5204,7,sensor_4_diff,-6.3737,6.3737,decreased predicted RUL
FD002,72,81.5204,8,sensor_6,-6.2747,6.2747,decreased predicted RUL
FD002,72,81.5204,9,sensor_15_rolling_mean,-6.0616,6.0616,decreased predicted RUL
FD002,72,81.5204,10,sensor_15_diff,4.8569,4.8569,increased predicted RUL
FD002,73,72.4981,1,cycle,-34.6783,34.6783,decreased predicted RUL
FD002,73,72.4981,2,sensor_13,-19.868,19.868,decreased predicted RUL
FD002,73,72.4981,3,sensor_15,7.626,7.626,increased predicted RUL
FD002,73,72.4981,4,sensor_11_rolling_mean,-4.5723,4.5723,decreased predicted RUL
FD002,73,72.4981,5,sensor_11,-4.0737,4.0737,decreased predicted RUL
FD002,73,72.4981,6,sensor_4,-4.0283,4.0283,decreased predicted RUL
FD002,73,72.4981,7,sensor_15_diff,-3.732,3.732,decreased predicted RUL
FD002,73,72.4981,8,sensor_13_rolling_mean,-3.5735,3.5735,decreased predicted RUL
FD002,73,72.4981,9,sensor_13_diff,2.375,2.375,increased predicted RUL
FD002,73,72.4981,10,sensor_15_rolling_mean,2.1653,2.1653,increased predicted RUL
FD002,74,120.9334,1,sensor_11,32.2821,32.2821,increased predicted RUL
FD002,74,120.9334,2,cycle,-19.2095,19.2095,decreased predicted RUL
FD002,74,120.9334,3,sensor_13,-14.9506,14.9506,decreased predicted RUL
FD002,74,120.9334,4,sensor_15_diff,-4.9409,4.9409,decreased predicted RUL
FD002,74,120.9334,5,sensor_4_rolling_std,-4.4452,4.4452,decreased predicted RUL
FD002,74,120.9334,6,sensor_15,-4.2115,4.2115,decreased predicted RUL
FD002,74,120.9334,7,sensor_4_diff,3.3806,3.3806,increased predicted RUL
FD002,74,120.9334,8,sensor_13_diff,2.7847,2.7847,increased predicted RUL
FD002,74,120.9334,9,sensor_3,2.6116,2.6116,increased predicted RUL
FD002,74,120.9334,10,sensor_13_rolling_std,-2.5895,2.5895,decreased predicted RUL
FD002,75,91.4846,1,cycle,-30.9466,30.9466,decreased predicted RUL
FD002,75,91.4846,2,sensor_13,-24.3146,24.3146,decreased predicted RUL
FD002,75,91.4846,3,sensor_15,6.7868,6.7868,increased predicted RUL
FD002,75,91.4846,4,sensor_4,5.5556,5.5556,increased predicted RUL
FD002,75,91.4846,5,sensor_11,5.4741,5.4741,increased predicted RUL
FD002,75,91.4846,6,sensor_15_rolling_mean,-4.1596,4.1596,decreased predicted RUL
FD002,75,91.4846,7,sensor_8,-2.6181,2.6181,decreased predicted RUL
